episode,filename,sha256,bytes,seat
87662703,episode_87662703_replay.json,8E4A5ED447170215DEDBC06C8C9FC343F6206A7ECD35335D69A98C29591ACF59,898263,1
87663229,episode_87663229_replay.json,55389192A0AE932534CC7D1C41A9CB4B7BAAD4D8D428260699242471991F60A3,3597782,0
87663771,episode_87663771_replay.json,6284E0DA1B0699C8F3D1138775E6B3BA4AFE2EC50012B40444CD81536B3391BF,1425855,1
87664300,episode_87664300_replay.json,3934C644FF476CF9139931CE59D26A91E080AEE2B5A56C00E1BD5D60103A5931,3942719,1
87664837,episode_87664837_replay.json,563A1202B061920BE6AD33B54605504BBD14DDE4ECB9606FA99CB4DE812C1CBA,2560496,1
87665374,episode_87665374_replay.json,016D22362BDD5A46BCF491BAE5A311E6B9C9363EFFAA8FD29D49780E9C1B373D,3505587,1
87665900,episode_87665900_replay.json,55A09DCB4EFFF28E07F1A56A54A909001F6C6E09470743DFA08CC7C4743CDF14,3926304,1
87666443,episode_87666443_replay.json,45FFFB5812D1BA99DAE2553E53D3B0C8AC25A62AE1171F59FCADFBF7F47C7D39,2141327,1
87666992,episode_87666992_replay.json,0C44B5D2ED016788DAF0508A5BD42F2C41A6D14657DCE57220A8D21C0B89D642,3744603,1
87667527,episode_87667527_replay.json,0239476C5634F29B285AED0511C5EDAE86FBDFF34F5F37C62E4C1863F2E01B04,2499677,0
87668046,episode_87668046_replay.json,01B0A4E15C75D44E4A8E51E6036AF32388E3C265C771AA5A52B8AB4EB0E216F4,3390270,1
87668611,episode_87668611_replay.json,B6980489DB28DDCE4993D32135EDA83C4D091FFB8470069A23B1C024655CD8CE,2667409,1
87669149,episode_87669149_replay.json,C50BAB0966547EE40B67E273D64E1F21DA8BE25C03886DA9A16A690BEFFF478F,701856,0
87669685,episode_87669685_replay.json,E68560BCD8605C852B2B3C6B5D97F573E755664D35775AB5F9045A32A15AC31C,3731807,0
87670217,episode_87670217_replay.json,5734A3048B111768042989B5547C455F5826B64950F809F0006E1FAD82128628,4168647,0
87670335,episode_87670335_replay.json,38D4F7802F0CB0D1EEA4910F8C4B138EAECB09A69E1C91C48A4F5ED7E106CD5E,3209398,0
87670767,episode_87670767_replay.json,96115792031208C0EB2957860112EEC2FED291565F32592EBE307C5AEF705C9A,2508895,1
87671305,episode_87671305_replay.json,689C18F51BD61E84490BF065A9520363687E03F190DD6E9C99A4A7565FC0F77B,3858060,0
87671854,episode_87671854_replay.json,40CD22D249BC73C71A991EC4E96CE1BD4162703301986B1BD2D071CE94004478,2983506,1
87672288,episode_87672288_replay.json,C888FF0B25898D3FAB3EF50FD4E2FE5D74C81F3AAB878402BAEA6AC1DDA0D1EE,6143310,0
87672388,episode_87672388_replay.json,A566045D15A22B1BA75E21073D65EE6DD0759666E1EF0E7CDCBB4354300145D7,1623787,1
87672938,episode_87672938_replay.json,C47442F7AFA8849ECB207AFEA13D6DB922A64DB2E5C40B34C0866836088EDD3F,3818962,1
87673473,episode_87673473_replay.json,DA7D7890B4C6FF1A6BC6D868E0B00550FCD7C892016DABEADC3A6A4E885D3021,4630896,0
87673483,episode_87673483_replay.json,7D6BA949C68B0E82DCE1A9144C7244DC064E1401081B2E3B795545B72AA6873F,2287177,0
87674023,episode_87674023_replay.json,B2853CC25CE202AF590B678E1BFA8FE7DEBB4D949782F492D717BE77CBED049F,3716949,1
87674566,episode_87674566_replay.json,287CB989EAC6E2EAE8D54B49AC0DF3FE972FD7063FC2F755B450EFBA672AFE07,3652738,1
87675086,episode_87675086_replay.json,E621188C9D461356624CBD728764656701C66FE6E1634BF201F852C4D7F9A143,674081,0
87675476,episode_87675476_replay.json,4BFCC34325B866776A204214D002682F9F7922942FAAE88C600CF02C9B99AA96,3786266,0
87677784,episode_87677784_replay.json,22B1B8E17BABA9789414AFCE0EB092255518FEFBBD66E88EDF6F81096E45C914,1315372,1
87683041,episode_87683041_replay.json,17C4678A8F3FC622EDE312D7F30F84976351DC3AFC78F5FD40273CEA9B07755E,4297122,0
87690776,episode_87690776_replay.json,F47295AB848747E3CBF0236CD456FCD0ABAC3E5B5B0C3B7E5303FE6A9818266A,1380769,1
87701753,episode_87701753_replay.json,E22E2C9105C07CF68E5BB30C1E0479590308BBF88078CBD50473A6D1F345BC8E,4224594,1
87707888,episode_87707888_replay.json,B845EAB71BD3F8C652D5C1A6CFDC72F76661773507D1B98E8EB27FBA4E80548F,3878833,0
87709435,episode_87709435_replay.json,1F01613D2FB57CB44184C0B72FAF995EE59A546B7BFF4CFFF2B398E5A4517D14,4330047,0
87718210,episode_87718210_replay.json,78F28B68AC5A05F32E282DBF9C77C6D2692DC3E1E9DFCE696E4D012D217D0A48,2759281,1
87722446,episode_87722446_replay.json,C2AB9CD08BA326D0537E86637AA6E0D1F5BDBBF53445F8B37EC2568A424722DB,3695210,0
87732111,episode_87732111_replay.json,A06F8BE63546311BBBAC639CE8F9DDBD6FCF4F80DC227B9BD783F1CD49C5775D,4621621,0
87732417,episode_87732417_replay.json,B5774E58535010D019673C5E7E3ADCE1F13024991527165B61B06CCDD8D13345,3722748,0
87738210,episode_87738210_replay.json,974944B26FD78B7E9FAFC35B0B4909B3E4EF2D27EB579A3718D497D199662E18,3646506,1
87750669,episode_87750669_replay.json,180FC6000852EEDA5F81B1761AF76265250116B6CBFB97D612B1D16B04F21B65,3675204,0
87761984,episode_87761984_replay.json,14B8BF86BABBD86AC73AA251E0D8658F745F4F6DB61663BC6AAE022EE43F0B53,7609517,1
87766498,episode_87766498_replay.json,7B8F0C7DE3ACF64D0F5FD44A91DC5C10F32F17BC3E7E9F3D123EC1254A293871,4208678,1
87770485,episode_87770485_replay.json,F773B7F6E926A1596A0FBF7E457FB1382DBE674269D8AB3F2E52641D8437ACED,2472681,0
87773965,episode_87773965_replay.json,0348D4006DD9240E86C82E6135B0F2C4C145499AEF7430B31FB6BF0156891152,3215895,0
87778059,episode_87778059_replay.json,B138D25ACED25FA41F02AD55970DFF1C73510750AD0A6824CADCF6CB7562A1B7,4111892,0
87781574,episode_87781574_replay.json,DCB7DD42F64C91864C8BB191C2672F4323D164E0D2EEAFB4BFBC3CBF1B15E201,2418333,0
87792210,episode_87792210_replay.json,7109039A9B82F02A442465E6ABF31A6A9569FDC5417D85F18F1AFE1C8EF734F4,3298757,1
87794644,episode_87794644_replay.json,9DACD704DF539B8359414F13CD034508166B018EC1C2D7A2B840E833BD2DBDBA,2869448,1
87794812,episode_87794812_replay.json,BCF53D28A8DCF4A4C60CD7C6003A86818BE5863035BD642BECCE01E0C0149DF0,2635266,0
87800215,episode_87800215_replay.json,4325347CA2A29D94E4F65EBF082092120C0060D2E6B732C1A507CCE2639C228A,6613762,0
87805151,episode_87805151_replay.json,432CBEB0AFC6596BF880694800A8D22190727C6C4007C08BF12FC932479C5F0A,4287576,1
87810085,episode_87810085_replay.json,292369077582800747700AC6B2E627012B0DB7FEDBD93803BD43BDDE873738A7,3469433,1
87825800,episode_87825800_replay.json,9CC07DAE64B803E88CBBCB770783CE5157688C6944643521C94176588026640F,3665541,1
87842092,episode_87842092_replay.json,834E5B2760BCC641202F292B79CEE8E31BEB37468CDB9C815D6CD5BE1EA5D6A9,2725902,0
87858380,episode_87858380_replay.json,C6BA61FE310488B6C80AD061F7E5DF17CA60CDEE8F9EC6B707C5F12B600D1419,5167584,0
87859142,episode_87859142_replay.json,405C06DFEAAF1C9072D50788499791CD4691553091AA8027DCE74DE14E1E42EB,3440440,0
87868636,episode_87868636_replay.json,68E567CE008B2419EAD49E74D34761E15D1661C5B48CB9E40A4E6DA048DBF504,4708015,0
87877210,episode_87877210_replay.json,CB93C11FE68FE8BBE65DA9D9EF47C636C453341C602C7C91474618FF954A34CA,4421936,1
87878368,episode_87878368_replay.json,00316502BBD2AD18F11D37EB04A1B6D4BF72F0AE0482F291C0ED4E09AFA4EB47,4074053,1
87892692,episode_87892692_replay.json,2BBBD6D092A3E5873CF651562F9036E533BA113F4A620244259E450B11AB9C24,2703830,0
87897543,episode_87897543_replay.json,BED2C7FB7B8D74E9F2080805DA246316F0ED4BE24508CFE1F2EB15DFD1CEB3E0,4307180,0
87899857,episode_87899857_replay.json,3CFD262E43E33D6944BE18873C0BCDAC709DA8557D8C8D47AFC1B2FFB64DAAB3,3045291,1
87911060,episode_87911060_replay.json,BCD81A56636AA62F0E30067481575DA4639A04E3A10D97EE6D7C4CB4B253458E,3806988,1
87911107,episode_87911107_replay.json,B226C2D87918E2B85E4EE36A0C0B650A7D30D9071683D9F98A376B709FD08718,3528946,1
87911959,episode_87911959_replay.json,7E9BF55A9C64EDF299626808130C08525EA30E5B85D38E75E3DF0BF0BD1EDC4C,1777214,1
87928720,episode_87928720_replay.json,6D79BE6554C1CD36781493C52C94A641BDA50D0FC8A7E8D8AD64EDD5CBFC3A30,3690300,1
87935410,episode_87935410_replay.json,9EBCD6428315E0EAC8C89E799EAA163899D4AB85A1D072F635C7983C9DA8B6C5,4519011,0
87952737,episode_87952737_replay.json,E81C9BB9528E4E55CB2F4C7479C7ADC32AD7DAEA9712F224A685AC6B1C32848F,3998377,0
87953269,episode_87953269_replay.json,2AB9AA55D6D17132327AC1DB8FB3210F96BC3D6FDCA55325744CFB83C263F914,3154321,1
87970271,episode_87970271_replay.json,43FBA8A1363D4B30E3000D9785AFAD91ABB1619173458AD9BE54963C0925A838,4329592,0
87974582,episode_87974582_replay.json,ADE07481B3E46A0E32CC42B8939C63FA4838165D4658AED4654F9D7DD2C484E1,3819334,0
87980916,episode_87980916_replay.json,6B37118343B843DB8D6D7BD4B291247D2E5B183645D41913B72BF3E6C010FBF0,3333396,0
87994013,episode_87994013_replay.json,DA521F7474D9C74341B0C7C6974D1D90D42FB573CF5A2EC19037AF37FD345ED1,3123496,0
87996118,episode_87996118_replay.json,EF7699BAFDDEE7D247F25BC591CD55D2AEB7D2D8B0110E7A9FC3F62D68AE2977,3175734,1
88010578,episode_88010578_replay.json,0A02A469B7AC7453C4A28E36661B01872CA44DC89C23860FFD82F610F87D1B40,3748329,0
88017509,episode_88017509_replay.json,3E828609FEF02D5D8AFA240D9E1F89C27670837A03595446062EC13F7FD62908,3717307,1
88035562,episode_88035562_replay.json,5883337160255C4FA932384E0AF1FFDD5BDDA505EB16241EE2B0B20A4FF23E66,4576361,0
88053190,episode_88053190_replay.json,27DA8189B11081D0B0E37208D5C108B7A128C94A80F73CD6A1BC2FFCCC195AAD,5150367,1
88073289,episode_88073289_replay.json,DAAE9D699B6F4F65A28AA230E312CB0B14BC83775A8FEE64A2A15FBD92E437EE,1549233,1
88086830,episode_88086830_replay.json,2E6C67A9EEA1A3438C72A599A0F7F26C3CCD316FF70D4E25D1C8956588F15D36,4249928,0
88096059,episode_88096059_replay.json,6A83D2CFB4B4CCEDBDBEE697820B078F096B633D3702888A3EB92F32F7B2FC40,3767877,1
88096405,episode_88096405_replay.json,20532EE753EE5820A1EB38D2707E192B29A722BEB4D9728062D3F397DE179CB1,2569995,0
88106558,episode_88106558_replay.json,3931D0EAE9AC832F0D42CFCF3D398C8E5A1B652CD5C1564BD92844CF8B93184D,478315,1
88121035,episode_88121035_replay.json,14C977ABFE77EC1A837E09E64085C118251D2AB5C25DCFD75AE985A6921F8425,1965188,0
88134743,episode_88134743_replay.json,62A275EE85D5960722CFB667848763BA76D74419282BBD154F2EC594DC7B0848,2244120,0
88147935,episode_88147935_replay.json,91AFF590EB65990FFF69C54FC6E9775E995FC6D6B00A1C86AEC140ACCA6D79A7,3318361,1
88148268,episode_88148268_replay.json,5DBCBB5779927DB47C54012B6608659E538BD926AB05BF8EABB6DCA2D90121DA,672124,0
88163977,episode_88163977_replay.json,54C26F71DA5FFFC1C0644F278A965E9A175EDC59FD4988E8A0F9E10E83C9486F,1510851,1
88171291,episode_88171291_replay.json,265A7B0C3F4595928807EE42490B55EFF92F2A54DF81E8B328C4BF3EE168B4B5,3264675,1
88186004,episode_88186004_replay.json,1D6826284FD260950505DB093B9042B49E1DDF0B5365E7B796C6D400B7426F76,2737009,1
88191793,episode_88191793_replay.json,86B3DFF60AFEA81BB19558526FF2C31BEBB83CF396BB1FE9C6DEA8D2EE05C3A4,4300498,0
88195925,episode_88195925_replay.json,8A69CDE36899E5F21B8AD3F6EC2741C80F60A88F30FB848816E815CC1F5095BA,5160064,0
88197270,episode_88197270_replay.json,9AE06EB36A21684FE9078E84DA9C0AD6E791E76279FAA233775A8922A5319595,4200478,0
88203480,episode_88203480_replay.json,4CF649B760C548DC62D3D00C8D9DC81E000E018265BE28632A45B5AF2E9448CE,4564942,0
88210887,episode_88210887_replay.json,C558292CD6197628BAC5AEFF0003660553FC240DEAD9F1B1F35531DA78300997,3256324,0
88215221,episode_88215221_replay.json,7CFBD8DBD43F1BC95C6765FEBE1DCD06972094FDF499F72EDF5D69A2883AA930,347907,1
88225916,episode_88225916_replay.json,C6EFD3327C611D2BE56D32ADBA5E8A44E162317C59579567D95E3E2098B00BDA,2526191,0
88232035,episode_88232035_replay.json,4A0D7210BAC5FE42E66C9ED2BA6D6EB44B9714213AEC05B3EE92E2200C6055AE,3621113,1
88239598,episode_88239598_replay.json,67B5582103BF1B8B2D16356CE481C75F41B142D678ABCA190176FE55D05CD668,1309054,1
88242194,episode_88242194_replay.json,428E3217ADF9843D4217BEA848749C601C1107C372F1848953C0AC7AAFED4A00,3997069,1
88244115,episode_88244115_replay.json,B8E7ED345F7A36BF69FD726D698D7D247335C6632B527F8A599DD329906DB5FD,3576070,1
88246735,episode_88246735_replay.json,53226394C6BA726973D3C0709B647820D3FF290B627CDB88099B13E3CB656705,4943648,1
88247531,episode_88247531_replay.json,26D1D7054A5C67ED89261B4CA391445A3EA46C5FC8D4AE314E63A577CFC7434E,3877732,1
88252126,episode_88252126_replay.json,3D57B2151D45437832FBFDCDB1F570501D488EA130B23243D8F36A9BEE7B6E5E,3207874,0
88272191,episode_88272191_replay.json,3F22F5B766794AAE2E300536BB6B2EE2BA70EB08C9416D527D15AA9577D8903F,5769775,0
88293552,episode_88293552_replay.json,F4DAD03166FAEC76C061DAC61F7990DB89784F618544771D59273018379BEF95,4008764,1
88309008,episode_88309008_replay.json,4685D367CCEE1310107FC2C44A600CF15C50AA79B0A3E7F3A4D44DA3D1163FF3,3801198,0
88323824,episode_88323824_replay.json,2404CFD22ADC17D6C8390F0D1A543D6C8FB955D31C129C106C4CFA1362295E4E,3744082,0
88338429,episode_88338429_replay.json,C3E7D8FEAAB9274A8F28F10BF80E2DE840B760D6F0E7D329675D3D2FC043C247,561671,0
88356203,episode_88356203_replay.json,454D4BD713D4E2CC3BFEBE5010D3ADFDB91361A0F1ABB66AADD66EA3641598FE,4366169,0
88357830,episode_88357830_replay.json,D335E2236658F42003DB2BF5602D77CB7EE46BB6C238744E9FC634C4C9019A27,2742096,1
88367994,episode_88367994_replay.json,6F5900EE7130B78FF9719C584E012C349553BDCEC28E4684C91C36BAA3D32F55,740280,0
88371644,episode_88371644_replay.json,B6522C615A58AB575155238459D4B83BDB79C903B7E63643C9AF3A80E10C6014,838698,1
88381215,episode_88381215_replay.json,EBA2BF4F25BE3D849A40AE06DDB84752395501FB25B9C08FFAEE452B4587B441,6387372,0
88383347,episode_88383347_replay.json,6286E26DD2C30758DB896B0FB3B425EC8E62F9E08F04673DB80656512E71ED71,2392700,0
88385224,episode_88385224_replay.json,27E4A57988B0C911DCC56113D0CE9689ADDAEEBDEE93D4B0D94FF0CD819DF53F,2788112,1
88385256,episode_88385256_replay.json,4B5AFD77A38ED898E272761A7DE4B9CC83D3B65CE0C6685A6586E725309B5EE5,3018566,0
88385805,episode_88385805_replay.json,F53680966DA05224A4E9DC1073935E8D747016B953AE1E7DF0AAA744F53EE499,2780222,1
88389000,episode_88389000_replay.json,00ED1A4A6D63583BC8EFAEF3FD25D7AE6EF3290CE4E4337008AD0CC978C6CE3E,2874834,0
88391698,episode_88391698_replay.json,62B0F58E36E30193D60C901DFA44F014BB25A98C27619B9AEA379D80985FAC7C,2040566,0
88395799,episode_88395799_replay.json,E8AE1268F91C63A43635DADD32FA88EF9D505F611243D074E421AE828E007E42,4487371,0
88396015,episode_88396015_replay.json,78769A5A918C31D93F8BF64280230F10F829160D4FEA1CE901EE8A26897021D6,3147974,0
88397067,episode_88397067_replay.json,DA880C1800535C18656236F1F4A8C64B35DD46F3658B48BCDE769546B33839B4,5860208,1
88397927,episode_88397927_replay.json,0ECE2CEE527EB13A30400348558977F7070E50BE26E0B84C6B675011F731FCFB,5222029,0
88399026,episode_88399026_replay.json,F9C500ABF62ABB1BC8017C87AAF45E4F956BBD95B223FC3124B6F640E83692DB,3787777,1
88399550,episode_88399550_replay.json,F0B1D5A40039E5B6C72A0942FC379A50DC126B4B9EB64D7955AF38FB0C5B59F1,3861172,0
88401321,episode_88401321_replay.json,0D61602601D8077B345A93209B17A379ECD4970B6DF81F009CFD85F5BBB63A5A,5859428,0
88411737,episode_88411737_replay.json,A5EE7C17FDB344CCB815485429C9F3AA2E73543AB19B407EC2003A4C0BB60595,676973,0
88417236,episode_88417236_replay.json,8FF9C7695C88830C9FD845E1543837E9A01A39B9510B26568EFDC50A21343BC6,3317595,1
88425777,episode_88425777_replay.json,DB4EC2D2EDB4F9C8D483BAEAFD52A7D5B5367A06F1A5C78492F445C2C117A9CF,2916005,0
88443760,episode_88443760_replay.json,777A67694A093CF40C38FF073F9670CAB42530AD188D97F8FC2974E6059CFC07,1594233,0
88454146,episode_88454146_replay.json,9AEB5AF49FB0519EB82D27200A31396A8E5BB9560DC8E9E498BD93090E7F04DB,2330974,1
88457867,episode_88457867_replay.json,17FACDE22AFDF51F203F6100C76593AF100AF04619EEF8561E1DED21749E5879,4256076,1
88479736,episode_88479736_replay.json,BC687320B41FC24E3CD999ECE0FA1EB9749556F553C94114C4113452D9785583,3112503,1
88482123,episode_88482123_replay.json,EFD66E8A1673E9163023E65A4DF08BA59DB315F6D669926999EDE116FF06A842,2591145,0
88483727,episode_88483727_replay.json,5E7C0E85DAD509A93D529C8113FA50AFE59C0E5C12ABF535A2DBDC851E210551,3739198,0
88485817,episode_88485817_replay.json,8F6FA070434158377147548AF128DE7D91884332A8508E6B2E385D4CC09133D4,4402658,0
88499767,episode_88499767_replay.json,E4DA03FAD672C7F206E7F033FAA592FEFB4C458939922EC1073A496621ED348E,1355857,1
88507294,episode_88507294_replay.json,7E05737E6A994B20C23185B2616797FD557C8CAE2A34A58804FBD25661A00F45,3083519,0
88509934,episode_88509934_replay.json,741CB084E21F05554DB5082B0E431CEBD212961252460564CA1D289C0A043F4A,2795534,1
88527053,episode_88527053_replay.json,E0E799DC9D83FC03ACE20FD97602E1947A581BF8EFFCC8D3335756C5C21CF022,4990799,1
88535913,episode_88535913_replay.json,05AD84D73D82D9F8F63B4F024810B782AE527105148022C9F7E505F253395CBF,5413378,1
88543447,episode_88543447_replay.json,6DA64B84D7D2A62F33BE3899BEFFE1D5C38BA883E86151EB7C325EEDEB146282,3953798,1
88555397,episode_88555397_replay.json,642CA270B0708CC572056346DDE00601496837078490D67062EF52D50441D541,3695456,1
88562299,episode_88562299_replay.json,CC2A24BD5C29226EE9D47AE18D3785F0B7B3D0687593D15C78E2CC6973161D91,4712657,1
88563380,episode_88563380_replay.json,882662CAE81B9661E6CEE9D9252148EA0D986CCDA13404569E0BE66ECABB5F30,3775567,1
88565866,episode_88565866_replay.json,5E0079BDB58FBB9AE955566A940725E3001DD0328114B325638C0F09F4ED845E,1310649,0
88571937,episode_88571937_replay.json,A24D3DD8D49E7678B0FBC310128FB878675B2A173E4902DB44BD1A16E4FDD580,2948323,0
88579549,episode_88579549_replay.json,8000F37D4C4DF4858311551A338CBEB82FBBCE32C8A6A2B58DE0A7059371D4AC,4999444,1
88584180,episode_88584180_replay.json,047A9FC4AB682E4F9E22F0AFE8547CB7F3016D98C2021E76C36D75C46CDD27B0,4310076,1
88587335,episode_88587335_replay.json,4356794F08C18EC38B465742BBE6C8248F22309FE29DD9CD9C6955292235DF11,2306181,0
88589778,episode_88589778_replay.json,CFB15F0F074EA221B089FC25994B311902F551113AD5EBD727A116D553E9E09B,3720161,0
88602602,episode_88602602_replay.json,CF945C489ABEA48E10518D60045E679972422EAAEE68E220A07921542E7C8420,3368205,0
88613615,episode_88613615_replay.json,E0F329C45D6BED5A7B4D7D2CA4D89A17ECABB5C1B113B1C570E4715743803022,3263723,0
88614404,episode_88614404_replay.json,F8977A82CA7F0A9EA611F0FECB9E8CBD90D1CB3D7D65FB727F67DEC92E30B0B8,2004359,1
88632705,episode_88632705_replay.json,EEF30771FBB71E2614C7A7E0B8B25F64286BC0748A47694CC74696788040068C,3885740,1
88643491,episode_88643491_replay.json,5C385365DBCA461A5E99B633E00C011CFDCE18ADD7EB0E9DECAF6F4A2FD16DDF,4561976,0
88651183,episode_88651183_replay.json,FB7C1515869DADE24F2CF715C985DA8F323764B9621893E16314EA3F4BC4D10E,4631763,1
88655752,episode_88655752_replay.json,F229995766D8BEAD06C242E7C9B110D1B1C906F6E7A538E57FA65A24B9D22730,2467797,1
88660007,episode_88660007_replay.json,CE2B4EA6D95EEC05582AB709806E5C9B302F98479E67220852C42A6159A4AE2F,2595525,1
88661318,episode_88661318_replay.json,F5A8D36942D0F8FFBDA5A638C6B9E7E12CEDA4CD6A0B9ABADC902600812B10A1,3881588,1
88661788,episode_88661788_replay.json,384E6226EF9F2B0B30C41B0112184F2F763AE66D852E93DA60FE7263962A373C,3725123,1
88669861,episode_88669861_replay.json,8A87BA786C8BB02C206E42C4601EC4775FA2C06EF3D0A9BB7602E1504971B335,4728896,0
88679860,episode_88679860_replay.json,43FD930968D49C0F627F5E889EBAE74454D3107016DBFA3DC1C9119EEAD415C3,591151,0
88680370,episode_88680370_replay.json,D9EFBA91BE649E68AAF5BC8F6B4950ED11A4F9826FD82F55BB648F5109484B24,2724668,0
88680842,episode_88680842_replay.json,84D2D877D36A0EE33D8D085024B6C9F1F578104560421C2CE7C7AD6A901ED7AF,675915,1
88681309,episode_88681309_replay.json,E2CE2E93ABD516E575920964436D7BFB04BEBC9E36350A863F871492161769A3,2087773,1
88681773,episode_88681773_replay.json,4D92E7F1FDE4BB73A83FF73184705C467AC1AEABD83522FD1D27E4ECA3EE57E7,4161940,0
88682248,episode_88682248_replay.json,BE72A72826E10ADE188614E0F43420FC16B03802BDB0B4E4E7547C298FCD45FC,3382333,0
88682711,episode_88682711_replay.json,9E98B07E3E88CD11B71B4929B1CC0DFE58775BF7A79C0630F227F3A4802C28F7,3118767,1
88683171,episode_88683171_replay.json,EBF6542785B3438424B5B8E5D1BA15E1B02A74AEC658F25E0BF26CB634724D28,4413354,0
88683647,episode_88683647_replay.json,B6792CBAD7687261F59D3A36C56DDDF234D602FE5DCAD50D2CA2A3B4CB853BC1,2675284,0
88684114,episode_88684114_replay.json,A2EAB58DB12221A9BB6D31AE56499193CF3DC294AE162320F03499E1CB1A9534,1731965,0
88724889,episode_88724889_replay.json,4D58FD09AF4944DB554E5A0F6E43A93C73F44AFDC3C2E2CE979BE36520893E98,2515748,0
88725375,episode_88725375_replay.json,ECD6E8F3F16115E08C56B052114430377C1F68B0F6135A0DEBF3B6E87A394B73,1402348,0
88725909,episode_88725909_replay.json,153D2B6E032D2C38C39D90548DD9241D2B8500BAD96CDCEE4E4DF1B5B2805D10,634576,0
88726457,episode_88726457_replay.json,53479E5F7035746636E7A459D2BDB5DB17EA3A55C9E8395F709A280F985439D2,4255028,0
88727004,episode_88727004_replay.json,0D700B4F91B79128C483E0CED9CA3CB6EE5C9BCA721C956375994ABBEED9180D,5120890,0
88727552,episode_88727552_replay.json,C497F3128A5A799A331ACFE0D2DB74CFA16340ECF98921997EE1BD6417F89652,3870102,1
88728032,episode_88728032_replay.json,4AA0B1FF35D9F87F9A80FF8A5509A38A7E05CE6025B39806B056C9E4623E317C,4223542,0
88728569,episode_88728569_replay.json,89FC3824CD4FF401C7D1E411A584849E550BBB30326C49BE7733C97AC27BC523,4341368,1
88729123,episode_88729123_replay.json,ED1F44AFE1DFEA583A776CB66634E69FB429962F417DAA1A07E8B7DCC4675690,4549606,0
88729684,episode_88729684_replay.json,75E2DC01B8E12BF49C4A42309284DB741A85E5755002BA58A456880D35927A02,3321187,0
88730230,episode_88730230_replay.json,C148D233560FBCBFA7E7A3F6557AC04BE4B8597D2C1260AD0D2BBED4E7F524A6,2967000,0
